region_id,type,label,AO_future,AO_pressures,AO_resilience,AO_score,AO_status,AO_trend,BD_future,BD_pressures,BD_resilience,BD_score,BD_status,BD_trend,CP_future,CP_pressures,CP_resilience,CP_score,CP_status,CP_trend,CS_future,CS_pressures,CS_resilience,CS_score,CS_status,CS_trend,CW_future,CW_pressures,CW_resilience,CW_score,CW_status,CW_trend,ECO_future,ECO_pressures,ECO_resilience,ECO_score,ECO_status,ECO_trend,FIS_future,FIS_pressures,FIS_resilience,FIS_score,FIS_status,FIS_trend,FP_future,FP_pressures,FP_resilience,FP_score,FP_status,FP_trend,HAB_future,HAB_pressures,HAB_resilience,HAB_score,HAB_status,HAB_trend,ICO_future,ICO_pressures,ICO_resilience,ICO_score,ICO_status,ICO_trend,Index_future,Index_score,LE_future,LE_pressures,LE_resilience,LE_score,LE_status,LE_trend,LIV_future,LIV_pressures,LIV_resilience,LIV_score,LIV_status,LIV_trend,LSP_future,LSP_pressures,LSP_resilience,LSP_score,LSP_status,LSP_trend,MAR_future,MAR_pressures,MAR_resilience,MAR_score,MAR_status,MAR_trend,NP_future,NP_pressures,NP_resilience,NP_score,NP_status,NP_trend,SP_future,SP_pressures,SP_resilience,SP_score,SP_status,SP_trend,SPP_future,SPP_pressures,SPP_resilience,SPP_score,SPP_status,SPP_trend,TR_future,TR_pressures,TR_resilience,TR_score,TR_status,TR_trend
10.0,eez,Nauru,50.72,38.95,58.37,49.04,47.36,0.01,75.69,NA,NA,79.87,84.05,-0.2,100.0,32.41,47.12,98.21,96.41,NA,NA,NA,NA,NA,NA,NA,48.31,71.63,53.37,51.39,54.46,-0.08,75.82,34.75,62.12,72.68,69.53,0.0,93.69,47.39,59.22,93.14,92.6,-0.04,93.69,NA,NA,93.14,92.6,-0.04,70.77,38.1,61.3,72.53,74.28,-0.18,73.52,43.78,59.62,71.76,70.0,0.0,63.75,64.46,72.07,NA,NA,74.42,76.78,-0.18,68.33,37.2,54.99,76.17,84.02,-0.37,0.0,45.41,53.37,0.0,0.0,0.0,0.12,23.06,53.37,0.1,0.07,1.0,NA,NA,NA,NA,NA,NA,36.76,NA,NA,35.88,35.0,0.0,80.6,47.99,47.01,87.21,93.81,-0.21,32.77,53.75,53.37,33.71,34.66,-0.08
11.0,eez,Marshall Islands,57.89,29.96,61.62,55.04,52.2,0.01,91.29,NA,NA,92.34,93.39,-0.11,100.0,34.76,51.13,97.85,95.7,NA,89.63,36.52,51.13,87.57,85.51,NA,65.19,69.53,52.59,68.88,72.58,-0.07,25.64,28.77,61.08,41.4,57.15,-0.98,69.84,32.94,58.44,67.57,65.3,-0.02,69.84,NA,NA,67.57,65.3,-0.02,100.0,32.54,61.89,96.99,93.97,0.0,69.55,35.46,58.74,66.86,64.17,0.01,74.37,74.25,47.6,NA,NA,59.09,70.58,-0.67,69.57,31.96,54.21,76.79,84.02,-0.37,43.64,40.55,52.59,40.97,38.31,0.15,NA,24.83,52.59,NA,NA,NA,100.0,26.3,60.42,92.53,85.06,0.51,56.59,NA,NA,53.92,51.24,0.08,82.57,35.35,46.49,87.69,92.81,-0.22,65.69,54.13,52.59,67.72,69.76,-0.08
12.0,eez,Wake Island,100.0,18.29,71.99,93.49,86.97,0.0,88.08,NA,NA,85.88,83.68,-0.14,78.25,33.59,49.71,76.28,74.3,NA,NA,NA,NA,NA,NA,NA,61.4,61.18,37.6,64.44,67.48,-0.02,69.5,23.48,69.81,69.52,69.53,-0.23,19.47,18.39,72.53,18.68,17.9,-0.14,19.47,NA,NA,18.68,17.9,-0.14,82.59,31.82,65.61,78.44,74.3,NA,60.32,26.65,66.32,56.82,53.33,0.0,71.2,70.16,71.06,NA,NA,73.92,76.78,-0.3,72.62,24.46,57.74,78.32,84.02,-0.37,100.0,31.04,38.94,100.0,100.0,0.0,NA,20.97,38.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.16,NA,NA,78.41,76.67,0.0,93.58,21.77,51.33,93.32,93.06,-0.14,NA,46.18,37.6,NA,NA,NA
13.0,eez,Northern Mariana Islands and Guam,91.82,19.71,67.8,85.48,79.14,0.0,94.34,NA,NA,94.76,95.18,-0.1,98.86,33.16,44.95,97.78,96.7,-0.02,94.86,33.07,44.95,93.07,91.28,NA,57.32,65.1,39.12,61.0,64.68,-0.04,51.03,20.5,70.82,48.58,46.14,-0.09,33.4,21.76,72.57,30.95,28.5,0.01,32.01,NA,NA,29.67,27.32,0.0,100.0,27.11,64.14,98.55,97.09,-0.01,64.77,31.12,67.02,61.13,57.5,0.01,72.01,71.98,57.63,NA,NA,63.77,69.9,-0.38,64.24,20.5,61.65,78.95,93.66,-0.67,50.03,38.51,40.46,49.87,49.71,0.0,0.84,20.43,40.17,0.84,0.83,-0.07,NA,NA,NA,NA,NA,NA,57.4,NA,NA,55.5,53.61,0.01,88.68,27.24,51.32,90.97,93.26,-0.19,63.85,48.65,39.12,66.8,69.76,-0.08
14.0,eez,Taiwan,90.16,43.66,75.16,84.83,79.49,0.05,93.42,NA,NA,92.68,91.94,-0.11,100.0,35.27,76.95,97.89,95.78,-0.01,100.0,40.06,76.94,95.63,91.27,-0.01,46.81,62.08,86.84,45.46,44.11,-0.03,100.0,33.93,75.74,96.85,93.7,0.0,39.92,43.74,73.71,37.71,35.5,0.04,41.98,NA,NA,38.53,35.09,0.11,100.0,35.56,79.27,95.46,90.93,0.0,72.34,48.27,75.32,68.17,64.0,0.06,71.68,67.95,100.0,NA,NA,92.06,84.12,0.44,100.0,34.63,73.68,87.27,74.53,0.89,25.2,49.7,85.99,23.67,22.13,0.03,45.1,32.08,79.81,39.79,34.47,0.23,57.24,23.72,76.57,54.91,52.58,-0.13,48.77,NA,NA,45.92,43.06,0.04,86.83,44.89,70.89,89.9,92.96,-0.23,38.47,43.36,86.84,31.64,24.8,0.61
15.0,eez,Philippines,63.63,57.64,64.72,62.53,61.44,0.02,78.3,NA,NA,84.08,89.86,-0.26,88.99,43.04,66.79,92.45,95.91,-0.22,48.49,42.86,65.92,68.86,89.24,-0.8,53.15,72.96,77.04,55.03,56.91,-0.12,45.88,44.46,56.45,46.41,46.94,-0.09,41.58,57.05,61.96,40.89,40.2,0.03,37.19,NA,NA,36.38,35.57,0.04,80.19,44.74,67.15,84.35,88.52,-0.25,65.42,55.46,67.48,63.54,61.67,0.03,54.04,57.59,38.98,NA,NA,44.88,50.78,-0.38,32.08,43.59,55.53,43.35,54.62,-0.67,37.8,57.06,74.76,36.59,35.39,0.01,18.72,31.88,64.51,17.42,16.12,0.08,63.81,31.97,72.96,65.0,66.19,-0.26,51.61,NA,NA,50.07,48.53,0.02,76.4,56.62,60.9,83.81,91.21,-0.26,16.29,56.45,77.04,16.6,16.91,-0.16
16.0,eez,Australia,100.0,14.96,89.16,97.92,95.84,0.01,99.24,NA,NA,94.83,90.43,0.03,100.0,23.22,92.8,89.4,78.8,0.27,100.0,20.79,92.8,92.92,85.84,0.72,88.53,45.66,92.8,83.49,78.45,-0.04,100.0,18.63,81.32,100.0,100.0,0.06,58.89,19.13,88.87,53.14,47.4,0.02,48.38,NA,NA,43.91,39.43,-0.06,100.0,19.82,89.58,94.48,88.96,0.3,94.35,21.46,89.69,85.04,75.73,0.03,85.97,81.02,100.0,NA,NA,95.62,91.23,0.51,100.0,18.42,67.61,91.23,82.47,0.97,100.0,28.29,92.8,100.0,100.0,0.0,12.61,15.75,87.93,12.46,12.31,-0.32,65.27,14.62,90.22,62.47,59.66,-0.23,97.17,NA,NA,92.52,87.87,0.02,98.48,21.24,90.07,95.18,91.89,-0.23,61.05,33.84,92.8,57.08,53.1,-0.07
17.0,eez,Papua New Guinea,53.7,38.82,51.84,52.38,51.05,0.01,87.79,NA,NA,88.03,88.26,-0.02,91.93,40.61,39.88,88.98,86.02,0.11,96.7,40.04,38.5,83.89,71.07,0.55,56.19,76.23,45.83,65.39,74.6,-0.22,100.0,41.16,52.06,100.0,100.0,-0.03,81.62,45.46,51.67,81.86,82.1,-0.04,81.61,NA,NA,81.85,82.1,-0.04,100.0,39.23,53.93,92.16,84.32,0.21,64.63,41.48,55.47,62.32,60.0,0.05,62.48,62.11,100.0,NA,NA,100.0,100.0,0.49,100.0,43.31,39.07,100.0,100.0,1.0,9.66,45.58,45.83,9.66,9.65,0.0,0.01,33.37,45.83,0.01,0.01,-0.67,17.9,33.06,56.8,21.5,25.11,-0.55,37.15,NA,NA,35.99,34.83,0.02,75.58,45.34,42.37,83.89,92.2,-0.25,1.86,60.73,45.83,3.09,4.33,-0.78
18.0,eez,Fiji,55.62,31.1,62.22,52.98,50.34,0.0,82.28,NA,NA,86.98,91.68,-0.23,98.9,42.33,53.25,98.02,97.14,-0.03,52.54,39.66,54.28,67.55,82.57,-0.61,64.87,64.43,49.59,72.03,79.19,-0.2,82.35,34.97,57.08,80.57,78.79,-0.04,50.45,35.86,55.5,48.68,46.9,0.02,50.45,NA,NA,48.67,46.9,0.02,83.55,36.76,60.46,87.2,90.85,-0.24,61.76,37.87,59.31,59.34,56.92,0.02,67.47,70.49,56.19,NA,NA,67.02,77.84,-0.5,30.04,35.96,45.61,53.46,76.88,-0.96,78.71,43.24,49.59,77.9,77.1,0.0,0.02,28.96,49.59,0.02,0.02,NA,44.18,39.43,63.81,43.32,42.47,-0.06,70.24,NA,NA,68.62,67.01,0.01,81.02,38.15,46.12,86.76,92.51,-0.22,99.42,51.36,49.59,99.71,100.0,0.0
19.0,eez,Tuvalu,49.68,30.64,59.06,47.43,45.17,0.01,90.82,NA,NA,93.57,96.32,-0.1,100.0,36.68,48.77,100.0,100.0,0.06,NA,NA,NA,NA,NA,NA,63.38,69.96,54.1,67.04,70.69,-0.08,100.0,31.7,63.08,100.0,100.0,0.02,94.95,36.75,58.97,92.48,90.0,-0.03,94.95,NA,NA,92.47,89.99,-0.03,100.0,32.6,61.9,100.0,100.0,0.03,66.39,35.59,59.66,63.7,61.0,0.01,75.92,74.71,100.0,NA,NA,100.0,100.0,0.51,100.0,33.46,52.41,100.0,100.0,1.0,7.73,38.76,54.1,7.55,7.36,0.0,1.33,22.32,54.1,1.06,0.79,0.86,NA,NA,NA,NA,NA,NA,37.06,NA,NA,35.62,34.18,0.01,81.64,37.21,47.06,87.14,92.64,-0.23,71.49,53.03,54.1,61.53,51.57,0.57
20.0,eez,South Korea,100.0,32.59,73.9,94.93,89.86,0.03,91.49,NA,NA,90.09,88.68,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.76,63.55,86.45,66.2,63.64,0.01,100.0,35.33,72.46,100.0,100.0,0.01,39.3,41.64,71.75,38.45,37.6,-0.08,43.2,NA,NA,42.08,40.96,-0.08,94.34,37.82,76.07,89.74,85.15,-0.03,71.16,46.14,77.21,66.08,61.0,0.1,71.58,68.68,100.0,NA,NA,94.78,89.56,0.48,100.0,29.39,64.89,89.56,79.12,0.94,38.84,46.44,81.9,36.27,33.71,0.05,65.97,30.82,78.14,63.26,60.55,-0.1,87.6,22.81,83.85,84.66,81.73,-0.19,55.0,NA,NA,51.18,47.35,0.07,88.65,44.26,70.92,90.43,92.21,-0.19,26.57,46.13,86.45,25.53,24.5,-0.07
21.0,eez,North Korea,76.3,47.29,49.02,74.46,72.63,0.07,88.76,NA,NA,91.97,95.18,-0.06,100.0,51.76,32.6,100.0,100.0,0.13,NA,NA,NA,NA,NA,NA,51.08,83.7,53.8,55.57,60.05,-0.08,47.43,48.29,35.6,48.47,49.52,0.0,42.66,56.39,49.36,44.33,46.0,-0.07,37.82,NA,NA,39.17,40.52,-0.07,100.0,50.23,54.13,98.92,97.83,0.06,63.45,55.43,50.46,61.72,60.0,0.11,52.0,53.15,73.71,NA,NA,70.32,66.94,0.16,99.99,48.29,39.52,92.17,84.36,0.32,0.06,60.81,54.37,0.06,0.06,0.0,15.35,41.65,51.92,15.23,15.11,-0.03,8.56,40.16,51.48,15.93,23.3,-1.0,31.75,NA,NA,30.89,30.03,0.06,77.52,57.41,41.92,85.02,92.53,-0.17,0.0,65.58,53.8,0.0,0.0,0.0
24.0,eez,Cambodia,67.94,52.17,62.45,66.66,65.38,0.01,80.04,NA,NA,83.77,87.5,-0.17,81.15,42.6,60.32,80.5,79.85,-0.06,77.97,44.08,59.22,76.92,75.88,-0.03,44.12,77.51,72.49,50.14,56.16,-0.3,100.0,50.6,49.07,100.0,100.0,0.19,55.4,56.64,57.4,55.2,55.0,0.01,55.21,NA,NA,54.99,54.78,0.01,87.15,43.86,62.28,86.12,85.09,-0.05,55.32,50.5,62.79,53.91,52.5,0.02,64.59,64.39,74.46,NA,NA,74.7,74.94,0.1,48.93,50.6,40.99,49.4,49.88,0.02,58.71,55.63,70.22,57.36,56.01,0.0,17.49,36.53,57.91,14.93,12.36,0.51,7.95,36.77,66.46,10.13,12.31,-0.67,57.01,NA,NA,55.63,54.25,0.01,72.94,57.21,56.17,81.42,89.91,-0.28,100.0,60.6,72.49,90.41,80.83,0.52
25.0,eez,Thailand,79.9,48.95,66.55,77.05,74.2,0.03,80.4,NA,NA,85.22,90.05,-0.26,77.08,42.59,63.84,82.13,87.18,-0.28,71.7,43.8,63.44,78.67,85.65,-0.34,50.38,72.0,78.0,52.6,54.82,-0.15,100.0,43.55,58.96,100.0,100.0,0.04,60.69,50.76,62.63,59.24,57.8,0.02,63.26,NA,NA,63.22,63.17,-0.07,83.41,42.42,70.06,86.53,89.66,-0.24,63.15,49.71,68.19,60.8,58.46,0.03,72.58,72.01,94.68,NA,NA,85.66,76.64,0.49,89.37,43.55,57.8,71.32,53.28,0.94,51.32,55.5,73.45,49.88,48.45,0.0,69.85,37.01,69.5,73.4,76.94,-0.3,91.37,31.84,70.32,81.5,71.63,0.22,57.23,NA,NA,55.34,53.45,0.01,77.39,52.26,64.05,83.92,90.45,-0.27,59.8,55.37,78.0,58.71,57.61,-0.05
26.0,eez,Andaman and Nicobar,69.43,34.93,62.66,66.01,62.59,0.03,91.76,NA,NA,91.7,91.64,-0.08,100.0,36.15,63.07,96.73,93.45,0.12,92.34,37.96,61.43,89.5,86.65,-0.02,59.17,73.94,76.06,61.38,63.59,-0.11,94.06,37.53,55.52,91.82,89.58,-0.01,34.39,41.54,61.39,32.89,31.4,0.04,34.39,NA,NA,32.89,31.4,0.04,100.0,36.03,67.73,95.07,90.13,0.07,68.1,38.48,63.37,64.98,61.85,0.03,68.38,66.63,80.24,NA,NA,77.65,75.06,0.04,66.43,39.81,51.84,63.48,60.54,0.09,17.51,47.68,76.06,16.76,16.01,0.0,NA,29.69,68.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.81,NA,NA,40.87,38.93,0.01,83.52,43.44,59.42,88.33,93.14,-0.23,45.3,57.27,76.06,42.9,40.5,0.08
28.0,eez,Comoro Islands,45.01,38.62,55.5,43.81,42.62,0.0,86.35,NA,NA,88.54,90.73,-0.12,83.45,46.67,51.56,82.79,82.13,0.0,86.63,47.62,51.57,86.08,85.52,0.0,36.56,78.58,58.92,43.9,51.24,-0.33,91.79,52.08,46.51,92.6,93.41,0.0,84.79,44.21,56.52,71.5,58.2,0.62,84.79,NA,NA,71.5,58.2,0.62,92.35,44.82,59.09,90.27,88.19,0.0,65.26,47.06,60.4,62.63,60.0,0.07,64.26,63.48,92.67,NA,NA,92.17,91.68,0.01,93.55,52.08,59.78,91.75,89.94,0.02,0.34,53.16,62.9,0.33,0.33,0.0,NA,34.49,53.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,31.48,30.16,0.03,80.35,46.17,51.67,86.81,93.27,-0.23,30.09,61.21,58.92,31.08,32.06,-0.08
29.0,eez,Mayotte,57.93,25.48,80.37,53.08,48.23,0.03,95.22,NA,NA,94.03,92.85,-0.11,100.0,28.28,82.15,92.81,85.61,0.09,99.72,31.22,82.15,92.64,85.57,0.0,51.55,63.2,81.93,51.08,50.61,-0.06,100.0,28.07,67.01,100.0,100.0,0.0,100.0,32.8,79.75,81.2,62.4,0.73,98.3,NA,NA,79.82,61.34,0.72,100.0,28.96,79.91,96.39,92.77,0.03,58.57,32.84,77.74,54.28,50.0,0.03,75.94,72.09,100.0,NA,NA,100.0,100.0,0.19,100.0,28.07,53.07,100.0,100.0,0.38,100.0,38.14,79.94,100.0,100.0,1.0,0.92,16.06,75.32,0.91,0.9,-0.26,11.97,17.56,77.86,16.97,21.97,-0.98,79.28,NA,NA,77.14,75.0,0.52,90.43,33.4,74.49,91.68,92.93,-0.24,65.46,45.25,81.93,63.33,61.21,-0.08
30.0,eez,Glorioso Islands,58.45,20.21,78.39,53.34,48.23,0.03,95.8,NA,NA,94.3,92.8,-0.1,100.0,26.78,79.99,92.79,85.57,0.09,NA,NA,NA,NA,NA,NA,93.27,38.33,79.77,87.66,82.05,0.0,100.0,24.42,61.56,96.71,93.41,0.06,84.28,26.35,77.55,66.19,48.1,0.87,84.28,NA,NA,66.19,48.1,0.87,100.0,24.68,77.91,96.39,92.79,0.05,73.2,20.42,75.55,66.84,60.47,0.04,85.78,79.66,100.0,NA,NA,95.05,90.1,0.32,100.0,24.42,44.78,93.39,86.78,0.57,100.0,24.15,77.77,100.0,100.0,1.0,NA,18.1,73.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,NA,NA,83.42,80.24,0.52,91.61,25.66,72.33,92.21,92.81,-0.25,67.83,31.34,79.77,64.52,61.21,-0.08
